FbIdDebiteur,CompteDebiteur,NomBeneficiaire,BanqueBeneficiaire,CompteBeneficiaire,Montant,Motif,EstInstantane,RefTransfer,Date
|00011000112410085881226|MOI MEME|ABM||1000|Appro test|true|11QI00000120|Fri Aug 20 2021 11:33:02
|00011000032410049042977|Koto|ABM||600|Test|true|03QJ00000339|Fri Aug 20 2021 11:43:39
|00011000112410085881226|Fitia|SOCIETE_GENERALE||100|Motif|true|11QH00000008|Fri Aug 20 2021 11:50:45
|00011000032410049042977|Nom et prenom test vibee|ABM||5000|Mot tif|true|03QJ00000340|Fri Aug 20 2021 11:56:22
|00011000032110052879439|Solo|ABM||10000|Vola|true|03QJ00000341|Fri Aug 20 2021 12:13:41
|00011000012410078737617|poly|ABM||10000|momo|true|01QJ00002071|Fri Aug 20 2021 13:23:28
|00011000012410078737617|kotozafy alexis|ABM||10000|gouter|true|01QJ00002072|Fri Aug 20 2021 14:26:07
